"Study ID"	"Experimental Row ID"	"Paired Baseline ID"	"Authors & Year"	"Short Title"	"DOI / Link"	"Catalyst"	"Catalyst Details"	"Hydrogen Source"	"Impurity Category"	"Impurity Species"	"Impurity Conc (ppm)"	"Temp (°C)"	"Pressure (bar)"	"H2:CO2 ratio"	"Space velocity (GHSV, /h)"	"Time on stream (h)"	"MeOH metric type"	"Baseline"	"With impurity"	"Recovery Value"	"% change in MeOH"	"Measured / Calculated / Digitized"	"Reversible?"	"Deactivation noted?"	"Notes / mechanism"	"Source quote & page"	"Data Quality"	"Modeling Status"	"Duplicate Status"
"T1-002"	"T1-002-H2SP-LAF-06"	"T1-002-H2SP-LAF-B"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"99.2 in poison pulse"	"301.6"	"1.013"	"150 mL/min H2; 1 mL CO2 reaction pulses"	"Not reported"	"6 cumulative 1-mL poison-gas pulses"	"CH4 formed per CO2 pulse (umol CH4/gcat)"	"6.7"	"6.7"	"Not reported"	"0"	"Calculated"	"Not reported"	"No resolved decrease"	"Cumulative pulse poisoning | Run/sample: Cumulative H2S pulse series LAF | Impurity source: 99.2 ppm H2S in N2 pulse gas | Reported concentration: 6 mL cumulative poison gas; 0.03 umol H2S/gcat | Cumulative sulfur poisoning; author treats TPD/pulse results as indicative rather than definitive"	"PDF pp.63-64 Tables 18-19"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-H2SP-LAF-09"	"T1-002-H2SP-LAF-B"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"99.2 in poison pulse"	"301.6"	"1.013"	"150 mL/min H2; 1 mL CO2 reaction pulses"	"Not reported"	"9 cumulative 1-mL poison-gas pulses"	"CH4 formed per CO2 pulse (umol CH4/gcat)"	"6.7"	"6.2"	"Not reported"	"-7.463"	"Calculated"	"Not reported"	"Yes"	"Cumulative pulse poisoning | Run/sample: Cumulative H2S pulse series LAF | Impurity source: 99.2 ppm H2S in N2 pulse gas | Reported concentration: 9 mL cumulative poison gas; 0.04 umol H2S/gcat | Cumulative sulfur poisoning; author treats TPD/pulse results as indicative rather than definitive"	"PDF pp.63-64 Tables 18-19"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-H2SP-LAF-14"	"T1-002-H2SP-LAF-B"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"99.2 in poison pulse"	"301.6"	"1.013"	"150 mL/min H2; 1 mL CO2 reaction pulses"	"Not reported"	"14 cumulative 1-mL poison-gas pulses"	"CH4 formed per CO2 pulse (umol CH4/gcat)"	"6.7"	"6.1"	"Not reported"	"-8.955"	"Calculated"	"Not reported"	"Yes"	"Cumulative pulse poisoning | Run/sample: Cumulative H2S pulse series LAF | Impurity source: 99.2 ppm H2S in N2 pulse gas | Reported concentration: 14 mL cumulative poison gas; 0.06 umol H2S/gcat | Cumulative sulfur poisoning; author treats TPD/pulse results as indicative rather than definitive"	"PDF pp.63-64 Tables 18-19"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-H2SP-LAF-20"	"T1-002-H2SP-LAF-B"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"99.2 in poison pulse"	"301.6"	"1.013"	"150 mL/min H2; 1 mL CO2 reaction pulses"	"Not reported"	"20 cumulative 1-mL poison-gas pulses"	"CH4 formed per CO2 pulse (umol CH4/gcat)"	"6.7"	"5.8"	"Not reported"	"-13.433"	"Calculated"	"Not reported"	"Yes"	"Cumulative pulse poisoning | Run/sample: Cumulative H2S pulse series LAF | Impurity source: 99.2 ppm H2S in N2 pulse gas | Reported concentration: 20 mL cumulative poison gas; 0.09 umol H2S/gcat | Cumulative sulfur poisoning; author treats TPD/pulse results as indicative rather than definitive"	"PDF pp.63-64 Tables 18-19"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-H2SP-LAF-25"	"T1-002-H2SP-LAF-B"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"99.2 in poison pulse"	"301.6"	"1.013"	"150 mL/min H2; 1 mL CO2 reaction pulses"	"Not reported"	"25 cumulative 1-mL poison-gas pulses"	"CH4 formed per CO2 pulse (umol CH4/gcat)"	"6.7"	"6"	"Not reported"	"-10.448"	"Calculated"	"Not reported"	"Yes"	"Cumulative pulse poisoning | Run/sample: Cumulative H2S pulse series LAF | Impurity source: 99.2 ppm H2S in N2 pulse gas | Reported concentration: 25 mL cumulative poison gas; 0.11 umol H2S/gcat | Cumulative sulfur poisoning; author treats TPD/pulse results as indicative rather than definitive"	"PDF pp.63-64 Tables 18-19"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU1-X"	"T1-002-PFR-CU1-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"72"	"CO2 conversion (%)"	"17.5"	"13.9"	"12.7"	"-20.571"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU1-Y"	"T1-002-PFR-CU1-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"72"	"MeOH yield (%)"	"7.9"	"4.7"	"5.4"	"-40.506"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU1-S"	"T1-002-PFR-CU1-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"72"	"MeOH selectivity (%)"	"45.3"	"33.7"	"42.3"	"-25.607"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU2-X"	"T1-002-PFR-CU2-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"60"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"CO2 conversion (%)"	"17.5"	"14.2"	"15.6"	"-18.857"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 60 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU2-Y"	"T1-002-PFR-CU2-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"60"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"MeOH yield (%)"	"7.9"	"3.7"	"6.5"	"-53.165"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 60 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-CU2-S"	"T1-002-PFR-CU2-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"Commercial BASF CuO/ZnO"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"60"	"230"	"30"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"MeOH selectivity (%)"	"45.3"	"26.1"	"41.7"	"-42.384"	"Calculated"	"Partial"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR CU2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 60 ppm | Active-site blocking; ZnO may protect Cu by forming ZnS"	"PDF pp.73-75 Tables 21-22 and Fig.23"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM1-X"	"T1-002-PFR-FM1-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"CO2 conversion (%)"	"18.82"	"0.03"	"Not reported"	"-99.841"	"Calculated"	"Not reported"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Severe sulfur deactivation; selectivity values unreliable at near-zero conversion"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM1-Y"	"T1-002-PFR-FM1-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"MeOH yield (%)"	"2.2"	"0"	"Not reported"	"-100"	"Calculated"	"Not reported"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Severe sulfur deactivation; selectivity values unreliable at near-zero conversion"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM1-S"	"T1-002-PFR-FM1-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"33.2"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"MeOH selectivity (%)"	"11.8"	"75.4"	"Not reported"	"538.983"	"Calculated"	"Not reported"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 33.2 ppm | Severe sulfur deactivation; selectivity values unreliable at near-zero conversion"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"Low"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM2-X"	"T1-002-PFR-FM2-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"59.8"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"CO2 conversion (%)"	"18.82"	"0.01"	"0.11"	"-99.947"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 59.8 ppm | Severe sulfur deactivation; catalyst did not recover"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM2-Y"	"T1-002-PFR-FM2-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"59.8"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"MeOH yield (%)"	"2.2"	"0"	"0"	"-100"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 59.8 ppm | Severe sulfur deactivation; catalyst did not recover"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-FM2-S"	"T1-002-PFR-FM2-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"5Fe/5Mn/Al2O3"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"59.8"	"300"	"25"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"24"	"MeOH selectivity (%)"	"11.8"	"56"	"28.6"	"374.576"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR FM2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 59.8 ppm | Severe sulfur deactivation; catalyst did not recover"	"PDF pp.76-78 Tables 23-25 and Fig.24"	"Low"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-LF1-X"	"T1-002-PFR-LF1-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"1.1"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"CO2 conversion (%)"	"1.7"	"1.41"	"1.71"	"-17.059"	"Calculated"	"Yes"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 1.1 ppm | Some active sites may be blocked while remaining sites retain product distribution"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Mechanism-only"	"No known duplicate"
"T1-002"	"T1-002-PFR-LF1-Y"	"T1-002-PFR-LF1-B-Y"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"1.1"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"MeOH yield (%)"	"0.027"	"0.02"	"0.027"	"-25.926"	"Calculated"	"Yes"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 1.1 ppm | Some active sites may be blocked while remaining sites retain product distribution"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-LF1-S"	"T1-002-PFR-LF1-B-S"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"1.1"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"8"	"MeOH selectivity (%)"	"2.3"	"2.5"	"2.2"	"8.696"	"Calculated"	"Yes"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF1 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 1.1 ppm | Some active sites may be blocked while remaining sites retain product distribution"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Modeling-ready for methanol-output model"	"No known duplicate"
"T1-002"	"T1-002-PFR-LF2-X"	"T1-002-PFR-LF2-B-X"	"Henriksson 2016"	"Effect of impurities on hydrogenation of CO2"	"Not reported"	"100Fe/4.6Si/2Cu/1.4K"	"Cu: BASF, CuO 50-75 wt%, ZnO 15-20 wt%, pellets 1.5x1.5 mm, density 1.8 g/cm3, BET 64.8 m2/g. Ni: BASF, 15 wt% NiO, 0.2-0.3 mm. FeMn: impregnated 5Fe/5Mn/Al2O3 wt%, BET 200 m2/g. Low-alpha-Fe: precipitated atomic ratio 100Fe/4.6Si/2Cu/1.4K."	"Bottled/commercial H2"	"Sulfur"	"H2S"	"63.2"	"190"	"20"	"Clean/recovery 71.3% H2/23.7% CO2/5% N2; poisoning made by mixing same reactant gas with H2S/N2 poison gas; total/reactant flow changed by stage"	"Not reported"	"64"	"CO2 conversion (%)"	"1.7"	"0.06"	"0.03"	"-96.471"	"Calculated"	"No"	"Yes"	"Continuous H2S exposure with clean-feed recovery | Run/sample: PFR LF2 | Impurity source: H2S/N2 poison gas co-feed | Reported concentration: 63.2 ppm | Near-complete irreversible sulfur deactivation"	"PDF pp.79-81 Tables 26-28 and Fig.25"	"High"	"Mechanism-only"	"No known duplicate"
